cog_id	sample_date	lineage	plot_category
TFCI-2709B72	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709B81	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709B90	2020-12-21	B.1.177.5	B.1.177-like
TFCI-2709BAF	2020-12-21	B.1.36.7	B.1.2 - B.1.600
TFCI-2709BBE	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BC5F	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BC6E	2020-12-21	B.1.258	B.1.2 - B.1.600
TFCI-27088D6	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27088D6	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AC14	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AC14	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ACD8	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ACD8	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27089F1	2020-12-21	B.1.177	B.1.177-like
TFCI-270AD11	2020-12-21	B.1.416	B.1.2 - B.1.600
TFCI-2703C48	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703B2D	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE4A	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BDB6	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703B0F	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703A6C	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27038EA	2020-12-21	B.1.177.19	B.1.177-like
TFCI-270ADB7	2020-12-21	B.1.258	B.1.2 - B.1.600
TFCI-26FDC51	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703BB4	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703C39	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703B87	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27039D8	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C52	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BB8F	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BB34	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BB61	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BB52	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BB70	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BB43	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDD30	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708DE6	2020-12-22	B.1.36.7	B.1.2 - B.1.600
TFCI-270D90B	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D90B	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708EC5	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BD89	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703BE1	2020-12-22	B.1.408	B.1.2 - B.1.600
TFCI-270BC7D	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE77	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE59	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE68	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BC04	2020-12-22	B.1.177.87	B.1.177-like
TFCI-270BE86	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BDD4	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDCF7	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8FF	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8FF	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BDE3	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703A3F	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BDA7	2020-12-22	B.1.36.7	B.1.2 - B.1.600
TFCI-2708ED4	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708D7D	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDC42	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDD12	2020-12-22	B.1.177	B.1.177-like
TFCI-2703C57	2020-12-22	B.1.177	B.1.177-like
TFCI-2703A5D	2020-12-22	B.1.177	B.1.177-like
TFCI-27038CC	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703A02	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270397E	2020-12-22	B.1.177	B.1.177-like
TFCI-2703950	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDCD9	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703923	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDC8E	2020-12-22	B.1.177	B.1.177-like
TFCI-26FDCAC	2020-12-22	B.1.177.87	B.1.177-like
TFCI-27039E7	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27038F9	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708D8C	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708E01	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE2C	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BD98	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BEA4	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27088A9	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27088A9	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ACBA	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BBF8	2020-12-22	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FDD6D	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703B4B	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8E0	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703AB7	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDEC4	2020-12-22	B.1.1	B.1.1
TFCI-26FDD7C	2020-12-22	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FDD5E	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDCE8	2020-12-22	B.1.177	B.1.177-like
TFCI-27038DB	2020-12-22	B.1.177	B.1.177-like
TFCI-26FDD4F	2020-12-22	B.1.177	B.1.177-like
TFCI-26FDCCA	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703A11	2020-12-22	B.1.160	B.1.1.1 - B.1.1.409
TFCI-2703B5A	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDE00	2020-12-22	B.1.177.58	B.1.177-like
TFCI-26FDF76	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703941	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDEB5	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDF94	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708A85	2020-12-22	B.1.177.7	B.1.177-like
TFCI-270BBBC	2020-12-22	B.1.469	B.1.2 - B.1.600
TFCI-270BB9E	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BBAD	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDCBB	2020-12-22	B.1.177	B.1.177-like
TFCI-26FDEF1	2020-12-22	B.1.177	B.1.177-like
TFCI-26FDF1C	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE95	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BC9B	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BCF5	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BCB9	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BC8C	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BCAA	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BCD7	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BD10	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BD2F	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BCE6	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BDF2	2020-12-22	B.1.36.7	B.1.2 - B.1.600
TFCI-270BD01	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270DC8A	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BCC8	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE0E	2020-12-22	B.1.36.7	B.1.2 - B.1.600
TFCI-2708E10	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BBE9	2020-12-22	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDE1F	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDF67	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDED3	2020-12-23	B.1.177.5	B.1.177-like
TFCI-26FDFB2	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDF58	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BEB3	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709C8E	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE1D	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C007	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE0AF	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE1D9	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDE6A	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDFA3	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDD03	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDDA9	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDF49	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDE88	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDD21	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709BCD	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BF1A	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709C33	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709B09	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709680	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27099A5	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709C42	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709C60	2020-12-23	B.1.36.7	B.1.2 - B.1.600
TFCI-26FE19D	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE124	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE18E	2020-12-23	B.1.177	B.1.177-like
TFCI-270AD5D	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709B27	2020-12-23	B.1.36.28	B.1.2 - B.1.600
TFCI-26FDE3D	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709C9D	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709811	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270984E	2020-12-23	Z.1	B.1.177-like
TFCI-270BD3E	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709820	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270983F	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BC13	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27096F9	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDDF4	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDF2B	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDFD0	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE0EB	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE142	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709750	2020-12-23	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709CF7	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709CBB	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C043	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709CE8	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C034	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270987B	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270988A	2020-12-24	B.1.177.7	B.1.177-like
TFCI-270C052	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709CCA	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C025	2020-12-24	B.1.177.19	B.1.177-like
TFCI-270C016	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BBDA	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BC22	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709723	2020-12-24	B.1.177	B.1.177-like
TFCI-270BBCB	2020-12-24	B.1.177	B.1.177-like
TFCI-2709662	2020-12-24	B.1.177	B.1.177-like
TFCI-26FE160	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709732	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270986C	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BD4D	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270985D	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709AFD	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE33D	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE1AC	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE151	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE1BB	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE212	2020-12-24	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FE0FA	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE072	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709705	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709C06	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709741	2020-12-24	B.1.258	B.1.2 - B.1.600
TFCI-2709C15	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709B45	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE1E8	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDF3A	2020-12-24	B.1.177	B.1.177-like
TFCI-26FDF85	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDE97	2020-12-24	B.1.1	B.1.1
TFCI-26FDFC1	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE1CA	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE115	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709C51	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709AEE	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27098A8	2020-12-24	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AE0F	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C3E0	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700601	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27004AD	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27095ED	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27095FC	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709617	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709626	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709608	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709635	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700504	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE31F	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE3B5	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AD99	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AD99	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C3A4	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ADD5	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ADD5	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708900	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708900	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCCAD	2020-12-29	B.1.1.170	B.1.1.1 - B.1.1.409
TFCI-270AC32	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708979	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708979	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708988	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AC50	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AC50	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AC7E	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27089B5	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AC9C	2020-12-29	B.1	B.1
TFCI-270ACAB	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ACC9	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ACE7	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ACE7	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708A58	2020-12-29	B.1.416	B.1.2 - B.1.600
TFCI-270AD8A	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AB35	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AB35	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE4D0	2020-12-29	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE537	2020-12-29	B.1.177.58	B.1.177-like
TFCI-26FE494	2020-12-29	B.1.258	B.1.2 - B.1.600
TFCI-26FE6BC	2020-12-29	B.1.177.56	B.1.177-like
TFCI-26FE5CE	2020-12-29	B.1.1.317	B.1.1.1 - B.1.1.409
TFCI-26FE5DD	2020-12-29	B.1.177.54	B.1.177-like
TFCI-26FE458	2020-12-29	B.1.177.7	B.1.177-like
TFCI-26FE634	2020-12-29	B.1.177.7	B.1.177-like
TFCI-26FE50A	2020-12-29	B.1.177.9	B.1.177-like
TFCI-26FFFB0	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270009A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FFFED	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270006D	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FFFCF	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700012	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270004F	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27000A9	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD9F0	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FFFFC	2020-12-30	B.1.36.7	B.1.2 - B.1.600
TFCI-26FDB09	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDA93	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDAB1	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD8B7	2020-12-30	B.1.177	B.1.177-like
TFCI-26FDA75	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDADF	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDA1B	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD8A8	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDA39	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD802	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD820	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700179	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FFF92	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700021	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270008B	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270005E	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270015B	2020-12-30	B.1.177	B.1.177-like
TFCI-26FD86C	2020-12-30	B.1.177	B.1.177-like
TFCI-26FD9D2	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD9B4	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD7C9	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD77E	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD9A5	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDA66	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD88A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD741	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD78D	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDA57	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700267	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27000E5	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D91A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D91A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700030	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700391	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD811	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270011F	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270012E	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700003	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD9C3	2020-12-30	B.1.177	B.1.177-like
TFCI-27003FB	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270016A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27000F4	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FFFDE	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C5DB	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270013D	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270007C	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27002C1	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700373	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700276	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270030A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE26D	2020-12-30	B.1.177	B.1.177-like
TFCI-270CD79	2020-12-30	B.1.177.17	B.1.177-like
TFCI-26FDB36	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE2D6	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDB27	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE34C	2020-12-30	B.1.177.17	B.1.177-like
TFCI-26FE3E2	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDB18	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDAC0	2020-12-30	B.1.177.17	B.1.177-like
TFCI-26FDA2A	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FDAEE	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27000C7	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27003CE	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700100	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27002FE	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270014C	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700258	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27000D6	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700355	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27004CB	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27007C2	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709D30	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27005C8	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27000B8	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2700980	2020-12-30	B.1.177	B.1.177-like
TFCI-2708A76	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708A76	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AD7B	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ADE4	2020-12-30	B.1.177	B.1.177-like
TFCI-2709C24	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE3C4	2020-12-30	B.1.160	B.1.1.1 - B.1.1.409
TFCI-26FE40D	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE3D3	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FE3F1	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD8D5	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD8C6	2020-12-30	B.1.1.7	B.1.1.7 (Alpha)
