cog_id	sample_date	lineage	plot_category
TFCI-26FAC90	2020-12-08	B.1.177	B.1.177-like
TFCI-26FAC09	2020-12-08	B.1.177	B.1.177-like
TFCI-26FAD51	2020-12-08	B.1.177.54	B.1.177-like
TFCI-26FAD15	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FACBE	2020-12-08	B.1.177.57	B.1.177-like
TFCI-26FAD33	2020-12-08	B.1.258	B.1.2 - B.1.600
TFCI-26FABEE	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FAC27	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FAB75	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FABC0	2020-12-08	B.1.258	B.1.2 - B.1.600
TFCI-26FAC54	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FACFA	2020-12-08	B.1.234	B.1.2 - B.1.600
TFCI-26FAD24	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FACCD	2020-12-08	B.1.177.6	B.1.177-like
TFCI-26FABA2	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AC05	2020-12-08	B.1.177.7	B.1.177-like
TFCI-270AC05	2020-12-08	B.1.177.7	B.1.177-like
TFCI-270AB62	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF6CA	2020-12-08	AD.2	B.1.1.1 - B.1.1.409
TFCI-270D877	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D877	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FAD06	2020-12-08	B.1.258	B.1.2 - B.1.600
TFCI-26FF86A	2020-12-08	B.1.177.15	B.1.177-like
TFCI-26FF730	2020-12-08	B.1.177	B.1.177-like
TFCI-26FAC18	2020-12-08	B.1.177.58	B.1.177-like
TFCI-26FF6D9	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF703	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270AB44	2020-12-08	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FF7F4	2020-12-08	B.1.177	B.1.177-like
TFCI-26FACAF	2020-12-08	B.1.177.9	B.1.177-like
TFCI-26FCEC5	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCDD7	2020-12-09	B.1.177	B.1.177-like
TFCI-26FCEA7	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCD40	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCD7D	2020-12-09	B.1.177	B.1.177-like
TFCI-26FCCBC	2020-12-09	B.1.177.20	B.1.177-like
TFCI-26FCE7A	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270896A	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270896A	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCC9E	2020-12-09	B.1.177.19	B.1.177-like
TFCI-270ABF9	2020-12-09	B.1.177.7	B.1.177-like
TFCI-270ABF9	2020-12-09	B.1.177.7	B.1.177-like
TFCI-270895B	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCE2F	2020-12-09	B.1.177	B.1.177-like
TFCI-26FCE5C	2020-12-09	B.1.177.9	B.1.177-like
TFCI-26FCDE6	2020-12-09	B.1.177	B.1.177-like
TFCI-27089A6	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27089A6	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCE01	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCEB6	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCD5F	2020-12-09	B.1.177.9	B.1.177-like
TFCI-26FCE3E	2020-12-09	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCDF5	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD125	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCCF8	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCD8C	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCFFF	2020-12-10	B.1.177.9	B.1.177-like
TFCI-26FD152	2020-12-10	B.1.177	B.1.177-like
TFCI-26FCF86	2020-12-10	B.1.177.9	B.1.177-like
TFCI-26FD073	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD082	2020-12-10	B.1.258	B.1.2 - B.1.600
TFCI-26FCFD1	2020-12-10	B.1.177.19	B.1.177-like
TFCI-270ABDB	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270ABDB	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270889A	2020-12-10	B.1.177	B.1.177-like
TFCI-270889A	2020-12-10	B.1.177	B.1.177-like
TFCI-26FD064	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD116	2020-12-10	B.1.258	B.1.2 - B.1.600
TFCI-26FCF95	2020-12-10	B.1.258	B.1.2 - B.1.600
TFCI-26FCFE0	2020-12-10	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD143	2020-12-10	B.1.177.19	B.1.177-like
TFCI-26FCE6B	2020-12-11	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCE89	2020-12-11	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCD22	2020-12-11	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCE10	2020-12-11	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCDB9	2020-12-11	B.1.177.87	B.1.177-like
TFCI-26FCE4D	2020-12-11	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCDAA	2020-12-11	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCE98	2020-12-11	B.1.177	B.1.177-like
TFCI-26FD134	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD037	2020-12-12	B.1.177	B.1.177-like
TFCI-26FCFC2	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD0A0	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD028	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD019	2020-12-12	B.1.1.46	B.1.1.1 - B.1.1.409
TFCI-26FCFA4	2020-12-12	B.1.177	B.1.177-like
TFCI-26FD0EC	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD0DD	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD0FB	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD00A	2020-12-12	B.1.177.57	B.1.177-like
TFCI-26FD055	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCFB3	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD107	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD046	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD0CE	2020-12-12	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FD091	2020-12-12	B.1.177	B.1.177-like
TFCI-26FBD14	2020-12-13	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBDD8	2020-12-13	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBB56	2020-12-14	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBBDE	2020-12-14	B.1.177	B.1.177-like
TFCI-26FBAFF	2020-12-14	B.1.177	B.1.177-like
none	2020-12-14	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBE11	2020-12-14	P.2	B.1.1.1 - B.1.1.409
TFCI-26FBB38	2020-12-14	B.1.236	B.1.2 - B.1.600
TFCI-270D895	2020-12-14	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBE20	2020-12-14	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D886	2020-12-14	B.1.177.52	B.1.177-like
TFCI-26FBBB0	2020-12-14	B.1.258	B.1.2 - B.1.600
TFCI-26FBBFC	2020-12-14	B.1.177	B.1.177-like
TFCI-26FBC08	2020-12-14	B.1.532	B.1.2 - B.1.600
TFCI-26FBB47	2020-12-14	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBB29	2020-12-14	B.1.177.57	B.1.177-like
TFCI-26FBBCF	2020-12-14	B.1.177	B.1.177-like
TFCI-26FBAA4	2020-12-14	B.1.177.7	B.1.177-like
TFCI-26FBB65	2020-12-14	B.1.177	B.1.177-like
TFCI-26FBB0B	2020-12-14	B.1.177.7	B.1.177-like
TFCI-26FBDBA	2020-12-15	B.1.177.20	B.1.177-like
TFCI-26FBD8D	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270C5EA	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBDE7	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBB1A	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBB92	2020-12-15	B.1.177.7	B.1.177-like
TFCI-26FBDC9	2020-12-15	B.1.177	B.1.177-like
TFCI-26FBBA1	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBAE0	2020-12-15	B.1.177	B.1.177-like
TFCI-26FBD50	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBCF9	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBD9C	2020-12-15	B.1.177.7	B.1.177-like
TFCI-26FBD41	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708CBC	2020-12-15	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708E4D	2020-12-15	B.1.177.87	B.1.177-like
TFCI-26FC38A	2020-12-15	B.1.177	B.1.177-like
TFCI-26FC2AB	2020-12-16	B.1.177	B.1.177-like
TFCI-26FC33F	2020-12-16	B.1.177	B.1.177-like
TFCI-26FC3B7	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC29C	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC28D	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC0A1	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C61	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC0CF	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBFB4	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC36C	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC144	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC056	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC108	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC2F6	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC029	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC2E7	2020-12-16	B.1.532	B.1.2 - B.1.600
TFCI-26FC35D	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC135	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708BBF	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708B82	2020-12-16	B.1.177	B.1.177-like
TFCI-2708BCE	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708B91	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708BA0	2020-12-16	B.1.177.87	B.1.177-like
TFCI-2708BFB	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708BDD	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C07	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC074	2020-12-16	B.1.177	B.1.177-like
TFCI-26FC0FC	2020-12-16	B.1.177.5	B.1.177-like
TFCI-26FC399	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC320	2020-12-16	B.1.177	B.1.177-like
TFCI-26FBF96	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC26F	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC3F3	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBDF6	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBD32	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBE02	2020-12-16	B.1.177	B.1.177-like
TFCI-26FBD7E	2020-12-16	B.1.177	B.1.177-like
TFCI-26FBD6F	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBDAB	2020-12-16	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBD23	2020-12-16	B.1.177.58	B.1.177-like
TFCI-270D8B3	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8B3	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC988	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC88B	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC8F4	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC065	2020-12-17	B.1.177	B.1.177-like
TFCI-26FC126	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC3E4	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC0DE	2020-12-17	B.1.177	B.1.177-like
TFCI-26FC34E	2020-12-17	B.1.177.7	B.1.177-like
TFCI-26FBF78	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBF3C	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC3A8	2020-12-17	B.1.177	B.1.177-like
TFCI-26FC3D5	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC302	2020-12-17	B.1.177	B.1.177-like
TFCI-26FBFA5	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FBF69	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC2C9	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC047	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC083	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC092	2020-12-17	B.1.177	B.1.177-like
TFCI-26FC223	2020-12-17	B.1.177	B.1.177-like
TFCI-26FC00B	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC8E5	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8A4	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8A4	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC250	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC96A	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC01A	2020-12-17	B.1.177	B.1.177-like
TFCI-26FBF87	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC37B	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC0B0	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C16	2020-12-17	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708E6B	2020-12-18	B.1.36.7	B.1.2 - B.1.600
TFCI-26FC2D8	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC27E	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC038	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC2BA	2020-12-18	B.1.258	B.1.2 - B.1.600
TFCI-26FC117	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC3C6	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8C2	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270D8C2	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708DAA	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC654	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC6BE	2020-12-18	B.1.177	B.1.177-like
TFCI-26FC6AF	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC636	2020-12-18	B.1.177	B.1.177-like
TFCI-26FC979	2020-12-18	B.1.177	B.1.177-like
TFCI-2708CE9	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C9E	2020-12-18	B.1.177	B.1.177-like
TFCI-2708CDA	2020-12-18	B.1.177.15	B.1.177-like
TFCI-2708CF8	2020-12-18	B.1	B.1
TFCI-2708A49	2020-12-18	B.1.177.7	B.1.177-like
TFCI-2708A49	2020-12-18	B.1.177.7	B.1.177-like
TFCI-2708D04	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC672	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC645	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC6DC	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC5EE	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC539	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC91F	2020-12-18	B.1.177	B.1.177-like
TFCI-26FC609	2020-12-18	B.1.177	B.1.177-like
TFCI-26FC681	2020-12-18	AC.1	B.1.1.1 - B.1.1.409
TFCI-26FC87C	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C43	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C25	2020-12-18	B.1.1	B.1.1
TFCI-2708C34	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC900	2020-12-18	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C70	2020-12-18	B.1.177.81	B.1.177-like
TFCI-26FC997	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC6EB	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC690	2020-12-19	B.1.177.7	B.1.177-like
TFCI-26FC5C0	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC8A9	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC663	2020-12-19	B.1.177	B.1.177-like
TFCI-26FC5DF	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC8C7	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC8D6	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC8B8	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FC94C	2020-12-19	B.1.177.54	B.1.177-like
TFCI-26FC627	2020-12-19	B.1.177.54	B.1.177-like
TFCI-27039C9	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27039BA	2020-12-19	B.1.177.7	B.1.177-like
TFCI-2703A20	2020-12-19	B.1.177.7	B.1.177-like
TFCI-27038BD	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCBA0	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708E89	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCB37	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCBBF	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708E7A	2020-12-19	B.1.36.7	B.1.2 - B.1.600
TFCI-26FCB55	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCB73	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708D31	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708D5F	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708D40	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCB91	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCBCE	2020-12-19	B.1.1.218	B.1.1.1 - B.1.1.409
TFCI-26FCB82	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708CAD	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708C8F	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708DC8	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-26FCB46	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270020D	2020-12-19	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BDC5	2020-12-20	B.1.177.19	B.1.177-like
TFCI-2708EB6	2020-12-20	B.1.177.19	B.1.177-like
TFCI-2708E98	2020-12-20	B.1.177	B.1.177-like
TFCI-2703932	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27039F6	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270396F	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270399C	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BE3B	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27039AB	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708DD7	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270BD6B	2020-12-20	B.1.36.7	B.1.2 - B.1.600
TFCI-270BD7A	2020-12-20	B.1.36.7	B.1.2 - B.1.600
TFCI-270BD5C	2020-12-20	B.1	B.1
TFCI-270D8D1	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703A4E	2020-12-20	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703B78	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703C66	2020-12-21	B.1.160	B.1.1.1 - B.1.1.409
TFCI-2703C75	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703B96	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703BC3	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703B1E	2020-12-21	B.1.177	B.1.177-like
TFCI-2703AF3	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703C0C	2020-12-21	B.1.177	B.1.177-like
TFCI-2703B3C	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703C2A	2020-12-21	B.1.177	B.1.177-like
TFCI-2703AD5	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703BF0	2020-12-21	B.1.177	B.1.177-like
TFCI-2703905	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270398D	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2703BD2	2020-12-21	B.1.177.54	B.1.177-like
TFCI-270C359	2020-12-21	B.1.177	B.1.177-like
TFCI-2708A3A	2020-12-21	B.1.177	B.1.177-like
TFCI-2708A3A	2020-12-21	B.1.177	B.1.177-like
TFCI-2708A2B	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708A2B	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2708A1C	2020-12-21	B.1.177	B.1.177-like
TFCI-2709547	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709556	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709565	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709574	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709583	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709592	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27095A1	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27095B0	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27095CF	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27095DE	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709644	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709653	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709671	2020-12-21	B.1.1.487	B.1.1.1 - B.1.1.409
TFCI-270969F	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27096AE	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27096CC	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27096DB	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270977E	2020-12-21	B.1.177.7	B.1.177-like
TFCI-270978D	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270979C	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27097AB	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27097BA	2020-12-21	B.1.160	B.1.1.1 - B.1.1.409
TFCI-2709802	2020-12-21	B.1.36.7	B.1.2 - B.1.600
TFCI-27098B7	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27098C6	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27098D5	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27098E4	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270990F	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270991E	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270992D	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270993C	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270994B	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-270995A	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709969	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709978	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709996	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27099B4	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27099C3	2020-12-21	B.1.177.81	B.1.177-like
TFCI-27099D2	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-27099E1	2020-12-21	A.23.1	A.23.1
TFCI-27099F0	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709A0C	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709A1B	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709A39	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709A48	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709A57	2020-12-21	B.1.177.87	B.1.177-like
TFCI-2709A66	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709A75	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709A93	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709AA2	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709AB1	2020-12-21	B.1.36.7	B.1.2 - B.1.600
TFCI-2709AC0	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709B54	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
TFCI-2709B63	2020-12-21	B.1.1.7	B.1.1.7 (Alpha)
